1499117962.962810321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
1499117962.996143654	0.001904	-0.000163	-0.000106	0.000178	-0.000439	-0.000820	1.000000
1499117963.029476988	0.004651	-0.000416	-0.000687	0.000140	-0.001165	-0.002063	0.999997
1499117963.062810321	0.007344	-0.000566	-0.000511	0.000111	-0.001730	-0.003014	0.999994
1499117963.096143654	0.010652	-0.001002	-0.000109	0.000222	-0.002221	-0.003810	0.999990
1499117963.129476988	0.013897	-0.001285	-0.000020	0.000209	-0.002558	-0.004439	0.999987
1499117963.162810321	0.015005	-0.001165	0.000093	0.000090	-0.002571	-0.004617	0.999986
1499117963.196143654	0.017712	-0.001198	0.000333	0.000168	-0.002524	-0.004550	0.999986
1499117963.229476988	0.020331	-0.001616	0.000581	0.000158	-0.002530	-0.004449	0.999987
1499117963.262810321	0.021709	-0.001567	0.000674	0.000105	-0.002495	-0.004251	0.999988
1499117963.296143654	0.022720	-0.001027	0.000820	0.000142	-0.002660	-0.004379	0.999987
1499117963.329476988	0.024217	-0.000748	0.001036	0.000137	-0.002991	-0.004718	0.999984
1499117963.362810321	0.024184	-0.000713	0.001023	0.000192	-0.003364	-0.005112	0.999981
1499117963.396143654	0.025591	-0.000634	0.001045	0.000273	-0.003750	-0.005587	0.999977
1499117963.429476988	0.027955	0.000134	0.001131	0.000327	-0.003988	-0.005768	0.999975
1499117963.462810321	0.030246	0.000024	0.001180	0.000336	-0.004131	-0.005900	0.999974
1499117963.496143654	0.033187	0.000182	0.001404	0.000452	-0.004357	-0.006138	0.999972
1499117963.529476988	0.036267	0.000122	0.001475	0.000513	-0.004717	-0.006600	0.999967
1499117963.562810321	0.038723	0.000573	0.001623	0.000440	-0.004946	-0.006814	0.999964
1499117963.596143654	0.041025	0.000681	0.001947	0.000594	-0.005045	-0.006805	0.999964
1499117963.629476988	0.043661	0.000592	0.002091	0.000638	-0.005199	-0.006959	0.999962
1499117963.662810321	0.045935	0.000526	0.002261	0.000500	-0.005440	-0.007358	0.999958
1499117963.696143654	0.037543	-0.002761	0.001994	0.000521	-0.006046	-0.008270	0.999947
1499117963.729476988	0.033539	-0.004499	0.001806	0.000697	-0.006952	-0.009599	0.999930
1499117963.762810321	0.029206	-0.004724	0.001352	0.000776	-0.007690	-0.010827	0.999912
1499117963.796143654	0.028697	-0.003924	0.001160	0.000847	-0.008145	-0.011737	0.999898
1499117963.829476988	0.030151	-0.003023	0.001267	0.001040	-0.008333	-0.012091	0.999892
1499117963.862810321	0.031053	-0.002674	0.001301	0.001301	-0.008963	-0.013061	0.999874
1499117963.896143654	0.035149	-0.002203	0.001703	0.001579	-0.011275	-0.017145	0.999788
1499117963.929476988	0.037411	-0.002449	0.002167	0.001789	-0.015342	-0.024399	0.999583
1499117963.962810321	0.040271	-0.002007	0.003250	0.002423	-0.019721	-0.032191	0.999284
1499117963.996143654	0.043663	-0.001264	0.004525	0.003013	-0.024199	-0.039917	0.998905
1499117964.029476988	0.044251	-0.000218	0.005329	0.003270	-0.026531	-0.044766	0.998640
1499117964.062810321	0.044299	0.000542	0.006180	0.003311	-0.026081	-0.044976	0.998642
1499117964.096143654	0.044462	0.001905	0.007760	0.003589	-0.023790	-0.042127	0.998823
1499117964.129476988	0.044525	0.003106	0.009510	0.003596	-0.020678	-0.037125	0.999090
1499117964.162810321	0.045177	0.003758	0.011687	0.003368	-0.018094	-0.033403	0.999272
1499117964.196143654	0.046757	0.004428	0.014961	0.003334	-0.015381	-0.030357	0.999415
1499117964.229476988	0.047516	0.004822	0.018575	0.003414	-0.012911	-0.027147	0.999542
1499117964.262810321	0.046357	0.005616	0.021465	0.003413	-0.010605	-0.024100	0.999647
1499117964.296143654	0.045247	0.006053	0.024746	0.003394	-0.008279	-0.021770	0.999723
1499117964.329476988	0.043453	0.006098	0.027342	0.003492	-0.007367	-0.022794	0.999707
1499117964.362810321	0.041457	0.005887	0.029075	0.003595	-0.007938	-0.025741	0.999631
1499117964.396143654	0.041032	0.005926	0.030830	0.003553	-0.008387	-0.028692	0.999547
1499117964.429476988	0.040400	0.006566	0.032616	0.003526	-0.007244	-0.030713	0.999496
1499117964.462810321	0.039216	0.006842	0.034289	0.003613	-0.006404	-0.032016	0.999460
1499117964.496143654	0.038214	0.006990	0.036557	0.003988	-0.005689	-0.034540	0.999379
1499117964.529476988	0.038513	0.007529	0.038545	0.004273	-0.005159	-0.037891	0.999259
1499117964.562810321	0.037521	0.007896	0.040060	0.004587	-0.004811	-0.040161	0.999171
1499117964.596143654	0.038180	0.008211	0.042204	0.004849	-0.003402	-0.041563	0.999118
1499117964.629476988	0.038398	0.009034	0.044232	0.004840	-0.001365	-0.042581	0.999080
1499117964.662810321	0.037523	0.009347	0.046035	0.005117	0.000235	-0.044061	0.999016
1499117964.696143654	0.036525	0.009725	0.047746	0.005274	0.002422	-0.044959	0.998972
1499117964.729476988	0.037492	0.010260	0.049308	0.004782	0.005877	-0.043779	0.999012
1499117964.762810321	0.036800	0.009568	0.050671	0.004461	0.009123	-0.043456	0.999004
1499117964.796143654	0.036193	0.008850	0.052191	0.004508	0.011542	-0.044743	0.998922
1499117964.829476988	0.035371	0.009122	0.053401	0.004087	0.013544	-0.047713	0.998761
1499117964.862810321	0.034724	0.009067	0.054513	0.003689	0.015343	-0.050434	0.998603
1499117964.896143654	0.033030	0.009677	0.056137	0.003329	0.017614	-0.052691	0.998450
1499117964.929476988	0.032794	0.010076	0.058087	0.003199	0.020528	-0.054646	0.998290
1499117964.962810321	0.031259	0.010146	0.059364	0.002973	0.022802	-0.056357	0.998146
1499117964.996143654	0.030307	0.010013	0.061361	0.002545	0.025388	-0.058615	0.997955
1499117965.029476988	0.029784	0.009865	0.063082	0.002173	0.027949	-0.060307	0.997786
1499117965.062810321	0.029629	0.010091	0.064640	0.001960	0.029863	-0.061221	0.997675
1499117965.096143654	0.030000	0.010407	0.066784	0.001794	0.032470	-0.061928	0.997551
1499117965.129476988	0.028349	0.010508	0.069133	0.001517	0.035758	-0.061298	0.997478
1499117965.162810321	0.026287	0.009962	0.071159	0.001338	0.038427	-0.060512	0.997427
1499117965.196143654	0.024516	0.007959	0.073941	0.000854	0.040602	-0.058922	0.997436
1499117965.229476988	0.022485	0.005107	0.076346	0.000642	0.041817	-0.058024	0.997439
1499117965.262810321	0.020276	0.002140	0.078458	0.000058	0.042259	-0.057355	0.997459
