1502244191.751195236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
1502244191.784441547	-0.014065	0.000139	0.000321	0.000247	-0.002269	0.000183	0.999997
1502244191.817462057	-0.017317	0.000144	0.000401	0.000712	-0.004106	0.000465	0.999991
1502244191.851117092	-0.018852	0.000226	0.000413	0.001198	-0.006196	0.000477	0.999980
1502244191.884191138	-0.019901	0.000198	0.000431	0.001318	-0.007861	0.001030	0.999968
1502244191.917439361	-0.021378	-0.000011	0.000682	0.001409	-0.008966	0.001784	0.999957
1502244191.950771532	-0.022917	-0.000141	0.000614	0.001783	-0.010695	0.002305	0.999939
1502244191.984107353	-0.024064	-0.000343	0.000294	0.001585	-0.012089	0.002775	0.999922
1502244192.017546957	-0.025138	-0.000493	0.000943	0.001660	-0.013280	0.003331	0.999905
1502244192.051206645	-0.026530	-0.000732	0.001042	0.001952	-0.014780	0.003765	0.999882
1502244192.084196830	-0.027842	-0.000791	0.001057	0.001881	-0.016282	0.003840	0.999858
1502244192.117293350	-0.029216	-0.000902	0.001171	0.001792	-0.018055	0.003810	0.999828
1502244192.150867508	-0.030799	-0.000870	0.001656	0.002115	-0.020768	0.003588	0.999776
1502244192.184026300	-0.032190	-0.000897	0.001640	0.002315	-0.023644	0.002617	0.999714
1502244192.217442642	-0.033055	-0.000718	0.001707	0.002394	-0.026071	0.001793	0.999656
1502244192.250961052	-0.034093	-0.000690	0.001541	0.002722	-0.028531	0.001429	0.999588
1502244192.284409433	-0.035443	-0.000537	0.001596	0.003316	-0.030866	0.000720	0.999518
1502244192.317520046	-0.036523	-0.000493	0.001361	0.003444	-0.032710	0.000447	0.999459
1502244192.350762591	-0.037753	-0.000653	0.001046	0.003713	-0.034787	0.000264	0.999388
1502244192.384261216	-0.038906	-0.000718	0.001208	0.004371	-0.036848	-0.000126	0.999311
1502244192.417466460	-0.040108	-0.000677	0.001184	0.004609	-0.038054	-0.000461	0.999265
1502244192.450839303	-0.041472	-0.000780	0.001014	0.004564	-0.039423	-0.000218	0.999212
1502244192.484125253	-0.042973	-0.001079	0.000983	0.004926	-0.040356	0.000456	0.999173
1502244192.517665309	-0.044161	-0.001129	0.001246	0.005341	-0.041355	0.001107	0.999130
1502244192.550640939	-0.045322	-0.001106	0.001393	0.005604	-0.042652	0.001608	0.999073
1502244192.584082989	-0.046769	-0.001121	0.001496	0.005903	-0.043777	0.002034	0.999022
1502244192.617334590	-0.048269	-0.001037	0.001606	0.006264	-0.045479	0.001755	0.998944
1502244192.650671316	-0.049587	-0.001205	0.001334	0.006500	-0.047451	0.001594	0.998851
1502244192.684137552	-0.050675	-0.001457	0.001198	0.007045	-0.048943	0.001791	0.998775
1502244192.717373033	-0.051575	-0.001607	0.000757	0.007333	-0.050340	0.002300	0.998703
1502244192.750683512	-0.052641	-0.001533	0.000708	0.007490	-0.051642	0.002995	0.998633
1502244192.784066803	-0.053802	-0.001480	0.000954	0.007779	-0.053279	0.003202	0.998544
1502244192.817509451	-0.054831	-0.001503	0.000968	0.008087	-0.055070	0.003131	0.998445
1502244192.850799209	-0.056197	-0.001213	0.001254	0.008341	-0.057355	0.002485	0.998316
1502244192.883987336	-0.057617	-0.001532	0.000912	0.008242	-0.059910	0.001823	0.998168
1502244192.917439083	-0.058742	-0.001779	0.000523	0.008540	-0.061791	0.001376	0.998052
1502244192.950642430	-0.060112	-0.001853	0.000651	0.008455	-0.064438	0.000249	0.997886
1502244192.983898552	-0.061429	-0.001858	0.000984	0.008416	-0.067321	-0.000972	0.997695
1502244193.017422421	-0.062363	-0.001796	0.001313	0.008826	-0.069415	-0.001348	0.997548
1502244193.050638262	-0.063693	-0.001626	0.001404	0.008897	-0.071784	-0.001975	0.997379
1502244193.083925613	-0.065207	-0.001796	0.001301	0.008649	-0.074117	-0.001829	0.997210
1502244193.117357143	-0.066729	-0.002165	0.001575	0.008735	-0.076025	-0.001574	0.997066
1502244193.150506000	-0.068604	-0.002280	0.001832	0.008663	-0.079144	-0.001999	0.996824
1502244193.183688112	-0.070171	-0.002441	0.002042	0.008318	-0.082241	-0.002143	0.996575
1502244193.217022696	-0.071467	-0.002844	0.002024	0.008169	-0.084066	-0.001594	0.996425
1502244193.250345857	-0.073110	-0.003347	0.001926	0.007805	-0.086638	-0.000630	0.996209
1502244193.283972213	-0.074852	-0.004048	0.002477	0.007204	-0.089145	0.000266	0.995993
1502244193.317249706	-0.076463	-0.004466	0.002967	0.007129	-0.091274	0.000894	0.995800
1502244193.350525206	-0.078227	-0.004740	0.003148	0.007048	-0.095121	0.000785	0.995440
1502244193.383849653	-0.079811	-0.004708	0.003493	0.006854	-0.099689	0.000084	0.994995
1502244193.417286275	-0.081212	-0.004918	0.003338	0.006810	-0.103051	-0.000018	0.994653
1502244193.450551273	-0.082370	-0.005221	0.002966	0.006859	-0.107484	0.000162	0.994183
1502244193.483754871	-0.083367	-0.005239	0.002866	0.006876	-0.112460	-0.000270	0.993632
1502244193.517301064	-0.084275	-0.005321	0.002957	0.006726	-0.117047	-0.000480	0.993103
1502244193.550448342	-0.085396	-0.005704	0.003159	0.006802	-0.121847	-0.000501	0.992525
1502244193.583618337	-0.086408	-0.005995	0.003273	0.007384	-0.127583	-0.000796	0.991800
1502244193.617180976	-0.087481	-0.006089	0.003319	0.007395	-0.132047	-0.001649	0.991214
1502244193.650451172	-0.088330	-0.006181	0.003165	0.007511	-0.137256	-0.002806	0.990503
1502244193.683868554	-0.089514	-0.006377	0.003273	0.008028	-0.142179	-0.003783	0.989801
1502244193.717036587	-0.090172	-0.006510	0.003335	0.007934	-0.145095	-0.004032	0.989378
1502244193.750273805	-0.090518	-0.006909	0.003411	0.007574	-0.147712	-0.003799	0.988994
1502244193.783767673	-0.091114	-0.007098	0.003781	0.007756	-0.149975	-0.003115	0.988654
1502244193.817155010	-0.092158	-0.006892	0.004430	0.008318	-0.151951	-0.003156	0.988348
1502244193.850521995	-0.092576	-0.006579	0.004966	0.008599	-0.153387	-0.003296	0.988123
1502244193.883729119	-0.092533	-0.006650	0.005443	0.008084	-0.153252	-0.001996	0.988152
1502244193.917113581	-0.092493	-0.007440	0.005695	0.007611	-0.152139	-0.000056	0.988330
1502244193.950471730	-0.092343	-0.008669	0.005537	0.006784	-0.150234	0.002071	0.988625
1502244193.983518839	-0.092356	-0.009599	0.004983	0.005302	-0.147978	0.003093	0.988972
1502244194.017142999	-0.092740	-0.010303	0.004818	0.004160	-0.143735	0.004846	0.989596
1502244194.050261867	-0.093555	-0.010547	0.005939	0.003329	-0.139133	0.007813	0.990237
1502244194.083626110	-0.094607	-0.010544	0.006934	0.002663	-0.136223	0.008089	0.990642
1502244194.117089542	-0.095347	-0.010750	0.007802	0.002271	-0.133219	0.007902	0.991052
1502244194.150245491	-0.096196	-0.010981	0.008431	0.002002	-0.128802	0.008343	0.991633
1502244194.183905929	-0.096717	-0.011154	0.008776	0.001393	-0.123975	0.009339	0.992240
1502244194.216988908	-0.097077	-0.011298	0.009729	0.000550	-0.119459	0.009506	0.992793
1502244194.250458940	-0.097885	-0.011554	0.011373	0.000572	-0.113779	0.009864	0.993457
1502244194.283952781	-0.098816	-0.010925	0.012200	0.001567	-0.110001	0.008466	0.993894
1502244194.317034535	-0.099212	-0.010159	0.012248	0.001777	-0.107611	0.004940	0.994179
1502244194.350458820	-0.099061	-0.009630	0.012359	0.001924	-0.104102	0.000998	0.994564
1502244194.383970734	-0.098696	-0.009419	0.012472	0.002442	-0.099597	-0.000902	0.995024
1502244194.417278690	-0.098452	-0.009111	0.012661	0.002867	-0.096606	-0.002791	0.995315
1502244194.450236804	-0.097495	-0.009065	0.012575	0.002550	-0.091364	-0.004442	0.995804
1502244194.483695709	-0.097575	-0.009128	0.013376	0.002508	-0.085114	-0.004608	0.996357
1502244194.516939360	-0.098322	-0.008983	0.014004	0.002879	-0.081621	-0.006061	0.996641
1502244194.550325375	-0.098519	-0.008591	0.014427	0.002946	-0.076560	-0.007923	0.997029
1502244194.583589571	-0.098214	-0.008127	0.015647	0.002562	-0.070785	-0.008605	0.997451
1502244194.617019627	-0.098094	-0.008068	0.016494	0.002394	-0.065225	-0.008386	0.997832
1502244194.650171122	-0.097650	-0.008093	0.017307	0.002256	-0.059007	-0.007434	0.998227
1502244194.683671509	-0.096800	-0.008191	0.017782	0.001531	-0.052321	-0.006341	0.998609
1502244194.717269187	-0.096943	-0.008039	0.019731	0.001219	-0.046902	-0.005853	0.998882
1502244194.750312231	-0.097095	-0.007591	0.021039	0.001371	-0.043378	-0.007044	0.999033
1502244194.783620630	-0.096803	-0.007081	0.022122	0.001311	-0.040890	-0.009637	0.999116
1502244194.817010518	-0.096505	-0.006666	0.023009	0.001386	-0.039039	-0.011967	0.999165
1502244194.850190497	-0.096236	-0.005831	0.023588	0.001685	-0.038793	-0.015326	0.999128
1502244194.883771151	-0.094957	-0.005298	0.023271	0.001443	-0.036844	-0.017774	0.999162
1502244194.917063900	-0.094118	-0.004954	0.023726	0.001401	-0.034771	-0.018913	0.999215
1502244194.950179855	-0.093337	-0.004630	0.024320	0.001549	-0.034532	-0.021179	0.999178
1502244194.983722183	-0.092186	-0.004338	0.024972	0.001675	-0.033461	-0.023573	0.999161
1502244195.017114467	-0.091217	-0.004049	0.024876	0.001331	-0.032559	-0.024850	0.999160
1502244195.050256200	-0.090081	-0.003905	0.025592	0.000618	-0.030794	-0.025074	0.999211
1502244195.083676013	-0.088919	-0.004283	0.026533	0.000138	-0.027412	-0.024518	0.999323
1502244195.116974187	-0.088320	-0.004513	0.027343	-0.000238	-0.026334	-0.025181	0.999336
1502244195.150366035	-0.086662	-0.004898	0.027983	-0.001087	-0.023702	-0.024427	0.999420
1502244195.183617077	-0.084781	-0.005307	0.028911	-0.001692	-0.018605	-0.021295	0.999599
1502244195.216910076	-0.084813	-0.005355	0.029642	-0.002222	-0.015912	-0.019482	0.999681
1502244195.250410778	-0.084254	-0.005187	0.030880	-0.002970	-0.014196	-0.019043	0.999713
1502244195.283400624	-0.083295	-0.005150	0.032071	-0.003140	-0.013094	-0.020164	0.999706
1502244195.316868202	-0.081734	-0.005207	0.033272	-0.003177	-0.011816	-0.020393	0.999717
1502244195.350363832	-0.079988	-0.005142	0.034670	-0.003382	-0.010179	-0.019255	0.999757
1502244195.383585888	-0.078123	-0.005069	0.036103	-0.003726	-0.008501	-0.018278	0.999790
1502244195.417004961	-0.076901	-0.005114	0.037298	-0.003855	-0.008266	-0.018035	0.999796
1502244195.450357812	-0.075142	-0.004990	0.038661	-0.004027	-0.008936	-0.018322	0.999784
1502244195.483629065	-0.072584	-0.004962	0.040288	-0.004317	-0.009413	-0.018629	0.999773
1502244195.517116909	-0.070913	-0.005062	0.041776	-0.003930	-0.009724	-0.018373	0.999776
1502244195.550132219	-0.068996	-0.004713	0.043139	-0.003608	-0.011665	-0.018727	0.999750
